date,close,volume,RSI_14,DMA_20,DMA_50,DMA_100,SUPPORT_20,RESIST_20,Signal,Reason,PE,PB,future_close,future_return,ml_label
2024-03-13,785.15,529763,,,,,,,HOLD,No previous row,51.016327,5.971069,775.6,-0.012163280901738464,HOLD
2024-03-14,801.85,321290,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,779.65,-0.027685976180083612,SELL
2024-03-15,792.6,299912,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,777.6,-0.018925056775170326,HOLD
2024-03-18,787.15,209874,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,765.55,-0.027440767325160417,SELL
2024-03-19,783.7,271583,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,752.0,-0.0404491514610183,SELL
2024-03-20,775.6,248219,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,744.4,-0.04022692109334714,SELL
2024-03-21,779.65,281929,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,796.5,0.021612261912396617,BUY
2024-03-22,777.6,338290,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,806.8,0.03755144032921802,BUY
2024-03-26,765.55,616481,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,818.45,0.06910064659395218,BUY
2024-03-27,752.0,760030,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,821.75,0.09275265957446809,BUY
2024-03-28,744.4,777795,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,824.35,0.10740193444384746,BUY
2024-04-01,796.5,692995,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,816.65,0.025298179535467643,BUY
2024-04-02,806.8,381365,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,821.6,0.018344075359444805,HOLD
2024-04-03,818.45,542368,,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,818.85,0.000488728694483447,HOLD
2024-04-04,821.75,205382,67.09223185459814,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,821.95,0.00024338302403412897,HOLD
2024-04-05,824.35,258967,67.91427374281066,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,801.05,-0.02826469339479598,SELL
2024-04-08,816.65,198701,62.902777573013935,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,813.05,-0.004408253229657776,HOLD
2024-04-09,821.6,241748,64.70583046407206,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,808.9,-0.015457643622200638,HOLD
2024-04-10,818.85,131269,62.87741891144476,,,,,,HOLD,Insufficient indicator data,51.016327,5.971069,812.35,-0.007937961775660987,HOLD
2024-04-12,821.95,367199,64.10863477564415,794.6075,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,809.35,-0.015329399598515751,HOLD
2024-04-15,801.05,382667,51.66697435632532,795.4025,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,811.15,0.012608451407527648,HOLD
2024-04-16,813.05,937842,56.845515079385805,795.9625,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,819.05,0.007379619949572597,HOLD
2024-04-18,808.9,222338,54.66420221172421,796.7774999999999,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,819.85,0.013536901965632397,HOLD
2024-04-19,812.35,302830,56.16994051125916,798.0375,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,817.45,0.006278082107466021,HOLD
2024-04-22,809.35,217917,54.47561360199581,799.3199999999999,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,814.3,0.006116019027614668,HOLD
2024-04-23,811.15,205061,55.34595567335448,801.0975000000001,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,814.5,0.0041299389755285985,HOLD
2024-04-24,819.05,209495,59.04658251613899,803.0674999999999,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,811.15,-0.009645320798486024,HOLD
2024-04-25,819.85,513798,59.4133955789952,805.1800000000001,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,807.65,-0.014880770872720675,HOLD
2024-04-26,817.45,301864,57.74247436475493,807.775,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,805.7,-0.014373967826778395,HOLD
2024-04-29,814.3,188560,55.53486946166578,810.89,,,744.4,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,821.95,0.009394572025052304,HOLD
2024-04-30,814.5,275874,55.650804798504474,814.395,,,796.5,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,822.05,0.009269490484960043,HOLD
2024-05-02,811.15,179934,53.15099398696058,815.1274999999999,,,801.05,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,810.25,-0.0011095358441718269,HOLD
2024-05-03,807.65,192316,50.59392757220722,815.1700000000001,,,801.05,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,807.9,0.0003095400235250418,HOLD
2024-05-06,805.7,192654,49.17447273318675,814.5325,,,801.05,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,823.0,0.02147201191510482,BUY
2024-05-07,821.95,2012467,59.397497709422815,814.5425,,,801.05,824.35,HOLD,Insufficient indicator data,51.016327,5.971069,814.25,-0.00936796642131522,HOLD
2024-05-08,822.05,733893,59.45154863302083,814.4275,,,801.05,822.05,HOLD,Insufficient indicator data,51.016327,5.971069,809.8,-0.014901769965330576,HOLD
2024-05-09,810.25,356222,50.849469440829395,814.1075,,,801.05,822.05,HOLD,Insufficient indicator data,51.016327,5.971069,815.15,0.006047516198704076,HOLD
2024-05-10,807.9,147880,49.31899862365481,813.4224999999999,,,801.05,822.05,HOLD,Insufficient indicator data,51.016327,5.971069,819.5,0.014358212650080485,HOLD
2024-05-13,823.0,306460,58.05499834172585,813.6299999999999,,,801.05,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,818.3,-0.005710814094775268,HOLD
2024-05-14,814.25,148519,52.41664330614619,813.245,,,801.05,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,810.5,-0.00460546515198035,HOLD
2024-05-15,809.8,153268,49.76929588019211,813.6825,,,805.7,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,816.95,0.008829340577920586,HOLD
2024-05-16,815.15,270811,52.85234394288973,813.7875,,,805.7,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,815.5,0.00042936882782312793,HOLD
2024-05-17,819.5,229521,55.25701744674816,814.3175,,,805.7,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,809.2,-0.012568639414276942,HOLD
2024-05-18,818.3,52583,54.43225475303426,814.615,,,805.7,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,802.65,-0.01912501527557128,HOLD
2024-05-21,810.5,194512,49.28308194096125,814.6724999999999,,,805.7,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,802.05,-0.010425663170882228,HOLD
2024-05-22,816.95,239168,53.223636911079055,814.9625,,,805.7,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,802.25,-0.017993757267886705,HOLD
2024-05-23,815.5,207750,52.240964655918525,814.7850000000001,,,805.7,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,790.55,-0.030594727161250824,SELL
2024-05-24,809.2,230371,48.08676875958181,814.2525,,,805.7,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,788.5,-0.02558082056351958,SELL
2024-05-27,802.65,287300,44.15538952990863,813.5125,,,802.65,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,784.95,-0.022051952905998793,SELL
2024-05-28,802.05,253236,43.8021176375882,812.9,805.533,,802.05,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,765.15,-0.04600710678885354,SELL
2024-05-29,802.25,124722,43.963057351606764,812.2875,805.875,,802.05,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,787.6,-0.018261140542224965,HOLD
2024-05-30,790.55,223903,37.24358327940637,811.2575,805.6489999999999,,790.55,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,820.55,0.03794826386692809,BUY
2024-05-31,788.5,198344,36.199575918507264,810.3,805.567,,788.5,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,841.55,0.0672796448953709,BUY
2024-06-03,784.95,319148,34.40118271998806,809.2625,805.523,,784.95,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,908.4,0.15727116376839279,BUY
2024-06-04,765.15,606961,26.495003281520816,806.4224999999999,805.1520000000002,,765.15,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,893.4,0.16761419329543228,BUY
2024-06-05,787.6,420125,42.60232786905779,804.7,805.3919999999999,,765.15,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,890.15,0.13020568816658196,BUY
2024-06-06,820.55,806692,57.36832302095092,805.2149999999999,806.21,,765.15,823.0,HOLD,Insufficient indicator data,51.016327,5.971069,894.45,0.09006154408628371,BUY
2024-06-07,841.55,1651362,63.76613738752044,806.8975,807.4889999999999,,765.15,841.55,HOLD,Insufficient indicator data,51.016327,5.971069,882.0,0.04806606856395942,BUY
2024-06-10,908.4,4101921,76.07500076082432,811.1675,810.346,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,884.2,-0.026640246587406356,SELL
2024-06-11,893.4,1068618,70.30391707967254,815.125,813.1740000000001,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,887.65,-0.006436086859189613,HOLD
2024-06-12,890.15,1229930,69.08112783280201,819.1424999999999,816.0889999999999,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,882.25,-0.008874908723248866,HOLD
2024-06-13,894.45,584325,69.82883903572032,823.1075000000001,818.048,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,906.15,0.01308066409525399,HOLD
2024-06-14,882.0,475204,64.93264188949247,826.2325000000001,819.552,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,917.35,0.040079365079365104,BUY
2024-06-18,884.2,431080,65.39439364045893,829.5274999999999,820.867,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,830.55,-0.060676317575209325,SELL
2024-06-19,887.65,522689,66.14719646678789,833.385,822.185,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,828.3,-0.0668619388272405,SELL
2024-06-20,882.25,296603,63.80746707481366,836.65,823.3430000000001,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,815.9,-0.07520544063474074,SELL
2024-06-21,906.15,5237816,69.02900226852715,841.1825000000001,825.133,,765.15,908.4,HOLD,Insufficient indicator data,51.016327,5.971069,817.3,-0.09805219886332288,SELL
2024-06-24,917.35,750029,71.13092571424488,846.5899999999999,827.048,,765.15,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,833.35,-0.09156810377718427,SELL
2024-06-25,830.55,21164981,45.40950882845866,847.985,827.2820000000002,,765.15,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,830.95,0.0004816085726327024,HOLD
2024-06-26,828.3,2234481,44.95570441942885,849.2975,827.409,,765.15,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,825.75,-0.0030785947120607927,HOLD
2024-06-27,815.9,1249555,42.438569505299746,849.9799999999999,827.706,,765.15,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,832.35,0.020161784532418243,BUY
2024-06-28,817.3,794204,42.82779178062689,851.3175000000001,827.791,,765.15,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,826.65,0.011440107671601644,HOLD
2024-07-01,833.35,1364387,47.232941545241886,853.5600000000001,828.28,,765.15,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,822.15,-0.013439731205375947,HOLD
2024-07-02,830.95,1267114,46.65406482042893,855.86,828.6519999999999,,765.15,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,821.45,-0.011432697514892592,HOLD
2024-07-03,825.75,476253,45.35699848563427,858.89,828.98,,787.6,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,813.95,-0.014290039358159194,HOLD
2024-07-04,832.35,1313065,47.3574804547356,861.1274999999999,829.404,,815.9,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,813.05,-0.02318736108608166,SELL
2024-07-05,826.65,648646,45.798061551771426,861.4324999999999,829.5559999999999,,815.9,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,830.45,0.004596866872316057,HOLD
2024-07-08,822.15,550059,44.550815311491725,860.4625,829.602,,815.9,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,825.65,0.004257130693912303,HOLD
2024-07-09,821.45,413086,44.34848817451947,856.115,829.682,,815.9,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,828.1,0.008095440988495925,HOLD
2024-07-10,813.95,526498,42.14026168796721,852.1425000000002,829.675,,813.95,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,828.4,0.0177529332268566,HOLD
2024-07-11,813.05,357886,41.870833931099824,848.2875,829.646,,813.05,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,814.85,0.002213885984871863,HOLD
2024-07-12,830.45,1767594,48.69980878142271,845.0875,830.0319999999999,,813.05,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,805.15,-0.030465410319706263,SELL
2024-07-15,825.65,595772,47.05745567939574,842.2700000000001,830.3920000000002,,813.05,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,812.4,-0.01604796221159087,HOLD
2024-07-16,828.1,983564,48.02101096468019,839.4649999999999,830.84,,813.05,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,827.85,-0.0003018959062915107,HOLD
2024-07-18,828.4,973743,48.14546198232315,836.5024999999999,830.969,,813.05,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,817.0,-0.01376146788990823,HOLD
2024-07-19,814.85,743275,43.12335573201481,833.1325,830.825,,813.05,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,818.5,0.004479352027980582,HOLD
2024-07-22,805.15,388451,39.913623406701355,828.0825000000001,830.7230000000001,,805.15,917.35,HOLD,Insufficient indicator data,51.016327,5.971069,814.55,0.0116748431969198,HOLD
2024-07-23,812.4,925403,43.309984066459435,822.835,830.8129999999999,,805.15,833.35,HOLD,Insufficient indicator data,51.016327,5.971069,817.0,0.005662235352043357,HOLD
2024-07-24,827.85,865522,49.819489875199665,822.7,830.91,,805.15,833.35,HOLD,Insufficient indicator data,51.016327,5.971069,813.25,-0.01763604517726644,HOLD
2024-07-25,817.0,289210,45.8387808283219,822.135,830.965,,805.15,833.35,HOLD,Insufficient indicator data,51.016327,5.971069,812.85,-0.005079559363525064,HOLD
2024-07-26,818.5,420767,46.47551746787741,822.265,831.1390000000001,,805.15,833.35,HOLD,Insufficient indicator data,51.016327,5.971069,806.0,-0.015271838729383017,HOLD
2024-07-29,814.55,423513,44.97602930925286,822.1274999999999,831.127,,805.15,833.35,HOLD,Insufficient indicator data,51.016327,5.971069,774.0,-0.04978208826959666,SELL
2024-07-30,817.0,373989,46.136847609007354,821.3100000000001,831.077,,805.15,832.35,HOLD,Insufficient indicator data,51.016327,5.971069,778.3,-0.047368421052631636,SELL
2024-07-31,813.25,358022,44.58637413187338,820.425,830.9759999999999,,805.15,832.35,HOLD,Insufficient indicator data,51.016327,5.971069,778.0,-0.04334460498001844,SELL
2024-08-01,812.85,481848,44.41491576843829,819.78,831.0229999999999,,805.15,832.35,HOLD,Insufficient indicator data,51.016327,5.971069,776.2,-0.04508826966845048,SELL
2024-08-02,806.0,392389,41.47358820431273,818.4625,830.804,,805.15,830.45,HOLD,Insufficient indicator data,51.016327,5.971069,776.95,-0.036042183622828725,SELL
2024-08-05,774.0,872794,31.109131763629485,815.8299999999999,829.9739999999999,,774.0,830.45,HOLD,Insufficient indicator data,51.016327,5.971069,775.0,0.0012919896640826874,HOLD
2024-08-06,778.3,322407,33.51355647352247,813.6375,829.3560000000001,,774.0,830.45,HOLD,Insufficient indicator data,51.016327,5.971069,754.8,-0.03019401259154568,SELL
2024-08-07,778.0,366986,33.425902793790605,811.465,828.863,,774.0,830.45,HOLD,Insufficient indicator data,51.016327,5.971069,751.4,-0.0341902313624679,SELL
2024-08-08,776.2,352705,32.870394578501575,809.5775,828.3459999999999,816.9395,774.0,830.45,HOLD,No strong signal,51.016327,5.971069,765.0,-0.014429270806493229,HOLD
2024-08-09,776.95,273477,33.36729370619252,807.7725,827.84,816.8575,774.0,830.45,HOLD,No strong signal,51.016327,5.971069,772.0,-0.006371066349185978,HOLD
2024-08-12,775.0,437519,32.68977070208694,805.0,827.5290000000001,816.5889999999999,774.0,828.4,HOLD,No strong signal,51.016327,5.971069,784.9,0.012774193548387068,HOLD
2024-08-13,754.8,1339239,26.65247953682772,801.4575,826.855,816.2109999999999,754.8,828.4,HOLD,No strong signal,51.016327,5.971069,802.0,0.06253312135665083,BUY
2024-08-14,751.4,422076,25.789144408847555,797.6225000000001,826.184,815.8535,751.4,828.4,HOLD,No strong signal,51.016327,5.971069,797.1,0.06081980303433597,BUY
2024-08-16,765.0,462904,34.876255401481004,794.4525000000001,826.1809999999999,815.6665,751.4,827.85,HOLD,No strong signal,51.016327,5.971069,791.1,0.03411764705882356,BUY
2024-08-19,772.0,354185,39.01550522804198,792.3100000000001,825.8689999999999,815.6305,751.4,827.85,HOLD,No strong signal,51.016327,5.971069,804.15,0.04164507772020722,BUY
2024-08-20,784.9,654299,45.84651684912311,791.2975,825.1560000000001,815.683,751.4,827.85,HOLD,No strong signal,51.016327,5.971069,806.0,0.026882405401962062,BUY
2024-08-21,802.0,724404,53.31205969542894,790.7775,824.365,815.927,751.4,827.85,HOLD,No strong signal,51.016327,5.971069,812.4,0.012967581047381518,HOLD
2024-08-22,797.1,331019,51.136597803676956,789.24,822.1389999999999,816.2425,751.4,818.5,HOLD,No strong signal,51.016327,5.971069,803.3,0.007778195960356206,HOLD
2024-08-23,791.1,284261,48.52542724760605,787.9449999999999,820.0929999999998,816.6334999999999,751.4,818.5,HOLD,No strong signal,51.016327,5.971069,812.3,0.026798129187207597,BUY
2024-08-26,804.15,734111,54.02432300908398,787.2275000000001,818.373,817.2310000000001,751.4,817.0,HOLD,No strong signal,51.016327,5.971069,811.15,0.008704843623702045,HOLD
2024-08-27,806.0,391253,54.76210997269945,786.8,816.6039999999999,817.326,751.4,817.0,HOLD,No strong signal,51.016327,5.971069,809.9,0.004838709677419326,HOLD
2024-08-28,812.4,1256177,57.31410689144425,786.5699999999999,815.212,817.382,751.4,813.25,HOLD,No strong signal,51.016327,5.971069,801.35,-0.013601674052190984,HOLD
2024-08-29,803.3,354867,52.75685721141771,786.0725,813.594,817.2305,751.4,812.85,HOLD,No strong signal,51.016327,5.971069,801.55,-0.0021785136312710072,HOLD
2024-08-30,812.3,472644,56.44544931458193,786.0450000000001,812.087,817.1360000000001,751.4,812.4,HOLD,No strong signal,51.016327,5.971069,806.2,-0.007509540810045438,HOLD
2024-09-02,811.15,535637,55.84545149506442,786.3025,810.665,817.0039999999999,751.4,812.4,HOLD,No strong signal,51.016327,5.971069,,,HOLD
2024-09-03,809.9,304308,55.15911844862737,788.0975000000001,808.74,816.9364999999999,751.4,812.4,HOLD,No strong signal,51.016327,5.971069,,,HOLD
2024-09-04,801.35,388952,50.58014660716461,789.25,806.42,816.7339999999999,751.4,812.4,HOLD,No strong signal,51.016327,5.971069,,,HOLD
2024-09-05,801.55,293157,50.6832786017675,790.4275,805.84,816.561,751.4,812.4,HOLD,No strong signal,51.016327,5.971069,,,HOLD
2024-09-06,806.2,733840,53.132196393836445,791.9275,805.398,816.4035,751.4,812.4,HOLD,No strong signal,51.016327,5.971069,,,HOLD
